Freq.,IV,fase
4.92039535681470e+001,1.01955809876698e+001,9.00805232036532e+001
4.96592321450356e+001,1.01155657114251e+001,9.00812684191107e+001
5.01187233627292e+001,1.00355501511468e+001,9.00820205339807e+001
5.05824662003134e+001,9.95553430155332e+000,9.00827796122155e+001
5.10504999975427e+001,9.87551815726475e+000,9.00835457183618e+001
5.15228644581777e+001,9.79550171280124e+000,9.00843189175673e+001
5.19995996533537e+001,9.71548496258099e+000,9.00850992755856e+001
5.24807460249794e+001,9.63546790091839e+000,9.00858868587821e+001
5.29663443891679e+001,9.55545052202206e+000,9.00866817341399e+001
5.34564359396993e+001,9.47543281999294e+000,9.00874839692654e+001
5.39510622515149e+001,9.39541478882220e+000,9.00882936323944e+001
5.44502652842443e+001,9.31539642238930e+000,9.00891107923979e+001
5.49540873857647e+001,9.23537771445984e+000,9.00899355187880e+001
5.54625712957933e+001,9.15535865868344e+000,9.00907678817241e+001
5.59757601495133e+001,9.07533924859164e+000,9.00916079520190e+001
5.64936974812326e+001,8.99531947759562e+000,9.00924558011448e+001
5.70164272280771e+001,8.91529933898405e+000,9.00933115012394e+001
5.75439937337181e+001,8.83527882592074e+000,9.00941751251130e+001
5.80764417521336e+001,8.75525793144236e+000,9.00950467462537e+001
5.86138164514053e+001,8.67523664845603e+000,9.00959264388346e+001
5.91561634175498e+001,8.59521496973696e+000,9.00968142777201e+001
5.97035286583862e+001,8.51519288792595e+000,9.00977103384721e+001
6.02559586074383e+001,8.43517039552692e+000,9.00986146973571e+001
6.08135001278743e+001,8.35514748490435e+000,9.00995274313525e+001
6.13762005164820e+001,8.27512414828068e+000,9.01004486181536e+001
6.19441075076807e+001,8.19510037773368e+000,9.01013783361799e+001
6.25172692775712e+001,8.11507616519374e+000,9.01023166645827e+001
6.30957344480220e+001,8.03505150244115e+000,9.01032636832515e+001
6.36795520907943e+001,7.95502638110326e+000,9.01042194728209e+001
6.42687717317047e+001,7.87500079265172e+000,9.01051841146784e+001
6.48634433548266e+001,7.79497472839946e+000,9.01061576909706e+001
6.54636174067303e+001,7.71494817949787e+000,9.01071402846110e+001
6.60693448007624e+001,7.63492113693366e+000,9.01081319792873e+001
6.66806769213651e+001,7.55489359152591e+000,9.01091328594683e+001
6.72976656284347e+001,7.47486553392287e+000,9.01101430104118e+001
6.79203632617214e+001,7.39483695459883e+000,9.01111625181718e+001
6.85488226452691e+001,7.31480784385084e+000,9.01121914696064e+001
6.91830970918966e+001,7.23477819179544e+000,9.01132299523851e+001
6.98232404077202e+001,7.15474798836529e+000,9.01142780549967e+001
7.04693068967178e+001,7.07471722330574e+000,9.01153358667570e+001
7.11213513653360e+001,6.99468588617136e+000,9.01164034778169e+001
7.17794291271393e+001,6.91465396632236e+000,9.01174809791702e+001
7.24435960075022e+001,6.83462145292100e+000,9.01185684626617e+001
7.31139083483449e+001,6.75458833492789e+000,9.01196660209953e+001
7.37904230129133e+001,6.67455460109821e+000,9.01207737477421e+001
7.44731973906022e+001,6.59452023997796e+000,9.01218917373490e+001
7.51622894018238e+001,6.51448523989997e+000,9.01230200851468e+001
7.58577575029217e+001,6.43444958898001e+000,9.01241588873588e+001
7.65596606911290e+001,6.35441327511268e+000,9.01253082411092e+001
7.72680585095736e+001,6.27437628596735e+000,9.01264682444319e+001
7.79830110523293e+001,6.19433860898392e+000,9.01276389962792e+001
7.87045789695134e+001,6.11430023136858e+000,9.01288205965305e+001
7.94328234724317e+001,6.03426114008944e+000,9.01300131460013e+001
8.01678063387715e+001,5.95422132187209e+000,9.01312167464522e+001
8.09095899178419e+001,5.87418076319508e+000,9.01324315005979e+001
8.16582371358629e+001,5.79413945028536e+000,9.01336575121166e+001
8.24138115013039e+001,5.71409736911353e+000,9.01348948856589e+001
8.31763771102708e+001,5.63405450538911e+000,9.01361437268576e+001
8.39459986519435e+001,5.55401084455566e+000,9.01374041423367e+001
8.47227414140635e+001,5.47396637178582e+000,9.01386762397216e+001
8.55066712884722e+001,5.39392107197629e+000,9.01399601276481e+001
8.62978547767010e+001,5.31387492974262e+000,9.01412559157725e+001
8.70963589956120e+001,5.23382792941408e+000,9.01425637147816e+001
8.79022516830924e+001,5.15378005502822e+000,9.01438836364024e+001
8.87156012038001e+001,5.07373129032549e+000,9.01452157934122e+001
8.95364765549635e+001,4.99368161874370e+000,9.01465602996492e+001
9.03649473722343e+001,4.91363102341236e+000,9.01479172700220e+001
9.12010839355952e+001,4.83357948714696e+000,9.01492868205210e+001
9.20449571753214e+001,4.75352699244309e+000,9.01506690682278e+001
9.28966386779979e+001,4.67347352147049e+000,9.01520641313269e+001
9.37562006925924e+001,4.59341905606698e+000,9.01534721291158e+001
9.46237161365837e+001,4.51336357773229e+000,9.01548931820157e+001
9.54992586021480e+001,4.43330706762170e+000,9.01563274115832e+001
9.63829023624016e+001,4.35324950653968e+000,9.01577749405207e+001
9.72747223777011e+001,4.27319087493333e+000,9.01592358926878e+001
9.81747943020030e+001,4.19313115288568e+000,9.01607103931128e+001
9.90831944892814e+001,4.11307032010899e+000,9.01621985680039e+001
1.00000000000005e+002,4.03300835593772e+000,9.01637005447610e+001
1.00925288607673e+002,3.95294523932160e+000,9.01652164519870e+001
1.01859138805417e+002,3.87288094881835e+000,9.01667464195002e+001
1.02801629812652e+002,3.79281546258648e+000,9.01682905783457e+001
1.03752841581806e+002,3.71274875837773e+000,9.01698490608080e+001
1.04712854805095e+002,3.63268081352958e+000,9.01714220004227e+001
1.05681750921371e+002,3.55261160495745e+000,9.01730095319890e+001
1.06659612123031e+002,3.47254110914688e+000,9.01746117915825e+001
1.07646521362989e+002,3.39246930214548e+000,9.01762289165675e+001
1.08642562361712e+002,3.31239615955478e+000,9.01778610456097e+001
1.09647819614324e+002,3.23232165652188e+000,9.01795083186893e+001
1.10662378397772e+002,3.15224576773100e+000,9.01811708771141e+001
1.11686324778062e+002,3.07216846739483e+000,9.01828488635325e+001
1.12719745617557e+002,2.99208972924572e+000,9.01845424219468e+001
1.13762728582349e+002,2.91200952652674e+000,9.01862516977269e+001
1.14815362149694e+002,2.83192783198253e+000,9.01879768376238e+001
1.15877735615518e+002,2.75184461785000e+000,9.01897179897834e+001
1.16949939101993e+002,2.67175985584886e+000,9.01914753037606e+001
1.18032063565179e+002,2.59167351717195e+000,9.01932489305330e+001
1.19124200802743e+002,2.51158557247543e+000,9.01950390225158e+001
1.20226443461747e+002,2.43149599186872e+000,9.01968457335756e+001
1.21338885046504e+002,2.35140474490434e+000,9.01986692190453e+001
1.22461619926511e+002,2.27131180056746e+000,9.02005096357390e+001
1.23594743344457e+002,2.19121712726536e+000,9.02023671419667e+001
1.24738351424300e+002,2.11112069281657e+000,9.02042418975493e+001
1.25892541179423e+002,2.03102246443994e+000,9.02061340638343e+001
1.27057410520860e+002,1.95092240874340e+000,9.02080438037109e+001
1.28233058265609e+002,1.87082049171254e+000,9.02099712816258e+001
1.29419584145005e+002,1.79071667869902e+000,9.02119166635990e+001
1.30617088813191e+002,1.71061093440870e+000,9.02138801172396e+001
1.31825673855647e+002,1.63050322288955e+000,9.02158618117626e+001
1.33045441797816e+002,1.55039350751940e+000,9.02178619180044e+001
1.34276496113793e+002,1.47028175099341e+000,9.02198806084403e+001
1.35518941235110e+002,1.39016791531127e+000,9.02219180572006e+001
1.36772882559592e+002,1.31005196176423e+000,9.02239744400880e+001
1.38038426460295e+002,1.22993385092185e+000,9.02260499345944e+001
1.39315680294537e+002,1.14981354261852e+000,9.02281447199189e+001
1.40604752412999e+002,1.06969099593966e+000,9.02302589769848e+001
1.41905752168916e+002,9.89566169207786e-001,9.02323928884577e+001
1.43218789927362e+002,9.09439019968194e-001,9.02345466387634e+001
1.44543977074600e+002,8.29309504974426e-001,9.02367204141066e+001
1.45881426027542e+002,7.49177580173477e-001,9.02389144024888e+001
1.47231250243279e+002,6.69043200690679e-001,9.02411287937272e+001
1.48593564228708e+002,5.88906320814344e-001,9.02433637794740e+001
1.49968483550245e+002,5.08766893980106e-001,9.02456195532352e+001
1.51356124843629e+002,4.28624872754920e-001,9.02478963103899e+001
1.52756605823815e+002,3.48480208820863e-001,9.02501942482106e+001
1.54170045294964e+002,2.68332852958517e-001,9.02525135658823e+001
1.55596563160516e+002,1.88182755030106e-001,9.02548544645234e+001
1.57036280433363e+002,1.08029863962318e-001,9.02572171472056e+001
1.58489319246120e+002,2.78741277287453e-002,9.02596018189749e+001
1.59955802861475e+002,-5.22845066679355e-002,9.02620086868724e+001
1.61435855682657e+002,-1.32446093214170e-001,9.02644379599555e+001
1.62929603263981e+002,-2.12610686904056e-001,9.02668898493195e+001
1.64437172321502e+002,-2.92778343758220e-001,9.02693645681194e+001
1.65958690743765e+002,-3.72949120843068e-001,9.02718623315917e+001
1.67494287602653e+002,-4.53123076290376e-001,9.02743833570771e+001
1.69044093164335e+002,-5.33300269317269e-001,9.02769278640427e+001
1.70608238900321e+002,-6.13480760246584e-001,9.02794960741057e+001
1.72186857498610e+002,-6.93664610527577e-001,9.02820882110556e+001
1.73780082874947e+002,-7.73851882757088e-001,9.02847045008785e+001
1.75388050184185e+002,-8.54042640701037e-001,9.02873451717810e+001
1.77010895831752e+002,-9.34236949316375e-001,9.02900104542138e+001
1.78648757485215e+002,-1.01443487477344e+000,9.02927005808969e+001
1.80301774085967e+002,-1.09463648447871e+000,9.02954157868438e+001
1.81970085861008e+002,-1.17484184709804e+000,9.02981563093874e+001
1.83653834334845e+002,-1.25505103258028e+000,9.03009223882048e+001
1.85353162341491e+002,-1.33526411218139e+000,9.03037142653439e+001
1.87068214036590e+002,-1.41548115848898e+000,9.03065321852489e+001
1.88799134909640e+002,-1.49570224544731e+000,9.03093763947878e+001
1.90546071796335e+002,-1.57592744838282e+000,9.03122471432784e+001
1.92309172891026e+002,-1.65615684403008e+000,9.03151446825164e+001
1.94088587759288e+002,-1.73639051055828e+000,9.03180692668030e+001
1.95884467350610e+002,-1.81662852759817e+000,9.03210211529728e+001
1.97696964011197e+002,-1.89687097626957e+000,9.03240006004227e+001
1.99526231496899e+002,-1.97711793920939e+000,9.03270078711403e+001
2.01372424986250e+002,-2.05736950060011e+000,9.03300432297339e+001
2.03235701093633e+002,-2.13762574619896e+000,9.03331069434621e+001
2.05116217882568e+002,-2.21788676336749e+000,9.03361992822638e+001
2.07014134879116e+002,-2.29815264110176e+000,9.03393205187891e+001
2.08929613085415e+002,-2.37842347006320e+000,9.03424709284303e+001
2.10862814993340e+002,-2.45869934260988e+000,9.03456507893537e+001
2.12813904598283e+002,-2.53898035282855e+000,9.03488603825313e+001
2.14783047413065e+002,-2.61926659656717e+000,9.03520999917737e+001
2.16770410481981e+002,-2.69955817146812e+000,9.03553699037629e+001
2.18776162394967e+002,-2.77985517700202e+000,9.03586704080859e+001
2.20800473301902e+002,-2.86015771450225e+000,9.03620017972688e+001
2.22843514927043e+002,-2.94046588720002e+000,9.03653643668110e+001
2.24905460583591e+002,-3.02077980026023e+000,9.03687584152209e+001
2.26986485188395e+002,-3.10109956081796e+000,9.03721842440509e+001
2.29086765276790e+002,-3.18142527801562e+000,9.03756421579338e+001
2.31206479017572e+002,-3.26175706304092e+000,9.03791324646198e+001
2.33345806228113e+002,-3.34209502916546e+000,9.03826554750134e+001
2.35504928389614e+002,-3.42243929178412e+000,9.03862115032115e+001
2.37684028662501e+002,-3.50278996845518e+000,9.03898008665418e+001
2.39883291901963e+002,-3.58314717894124e+000,9.03934238856021e+001
2.42102904673631e+002,-3.66351104525089e+000,9.03970808843000e+001
2.44343055269411e+002,-3.74388169168121e+000,9.04007721898928e+001
2.46603933723448e+002,-3.82425924486108e+000,9.04044981330293e+001
2.48885731828253e+002,-3.90464383379531e+000,9.04082590477909e+001
2.51188643150972e+002,-3.98503558990964e+000,9.04120552717343e+001
2.53512863049805e+002,-4.06543464709658e+000,9.04158871459344e+001
2.55858588690579e+002,-4.14584114176219e+000,9.04197550150282e+001
2.58226019063474e+002,-4.22625521287370e+000,9.04236592272590e+001
2.60615354999904e+002,-4.30667700200807e+000,9.04276001345224e+001
2.63026799189553e+002,-4.38710665340154e+000,9.04315780924113e+001
2.65460556197569e+002,-4.46754431400002e+000,9.04355934602636e+001
2.67916832481919e+002,-4.54799013351060e+000,9.04396466012093e+001
2.70395836410900e+002,-4.62844426445396e+000,9.04437378822189e+001
2.72897778280820e+002,-4.70890686221780e+000,9.04478676741531e+001
2.75422870333832e+002,-4.78937808511138e+000,9.04520363518120e+001
2.77971326775945e+002,-4.86985809442103e+000,9.04562442939872e+001
2.80543363795188e+002,-4.95034705446678e+000,9.04604918835125e+001
2.83139199579954e+002,-5.03084513266011e+000,9.04647795073176e+001
2.85759054337511e+002,-5.11135249956280e+000,9.04691075564811e+001
2.88403150312677e+002,-5.19186932894692e+000,9.04734764262857e+001
2.91071711806677e+002,-5.27239579785599e+000,9.04778865162732e+001
2.93764965196170e+002,-5.35293208666736e+000,9.04823382303017e+001
2.96483138952452e+002,-5.43347837915579e+000,9.04868319766029e+001
2.99226463660836e+002,-5.51403486255828e+000,9.04913681678409e+001
3.01995172040219e+002,-5.59460172764012e+000,9.04959472211719e+001
3.04789498962816e+002,-5.67517916876235e+000,9.05005695583051e+001
3.07609681474089e+002,-5.75576738395038e+000,9.05052356055645e+001
3.10455958812854e+002,-5.83636657496413e+000,9.05099457939524e+001
3.13328572431577e+002,-5.91697694736938e+000,9.05147005592133e+001
3.16227766016857e+002,-5.99759871061068e+000,9.05195003418996e+001
3.19153785510095e+002,-6.07823207808555e+000,9.05243455874382e+001
3.22106879128362e+002,-6.15887726722026e+000,9.05292367461989e+001
3.25087297385454e+002,-6.23953449954703e+000,9.05341742735631e+001
3.28095293113139e+002,-6.32020400078277e+000,9.05391586299949e+001
3.31131121482611e+002,-6.40088600090940e+000,9.05441902811128e+001
3.34195040026134e+002,-6.48158073425573e+000,9.05492696977636e+001
3.37287308658889e+002,-6.56228843958099e+000,9.05543973560963e+001
3.40408189701021e+002,-6.64300936015998e+000,9.05595737376394e+001
3.43557947899895e+002,-6.72374374386991e+000,9.05647993293778e+001
3.46736850452552e+002,-6.80449184327902e+000,9.05700746238328e+001
3.49945167028378e+002,-6.88525391573692e+000,9.05754001191427e+001
3.53183169791978e+002,-6.96603022346670e+000,9.05807763191452e+001
3.56451133426266e+002,-7.04682103365895e+000,9.05862037334620e+001
3.59749335155764e+002,-7.12762661856758e+000,9.05916828775842e+001
3.63078054770123e+002,-7.20844725560763e+000,9.05972142729603e+001
3.66437574647855e+002,-7.28928322745498e+000,9.06027984470853e+001
3.69828179780289e+002,-7.37013482214806e+000,9.06084359335925e+001
3.73250157795743e+002,-7.45100233319166e+000,9.06141272723460e+001
3.76703798983932e+002,-7.53188605966274e+000,9.06198730095361e+001
3.80189396320584e+002,-7.61278630631843e+000,9.06256736977765e+001
3.83707245492302e+002,-7.69370338370619e+000,9.06315298962032e+001
3.87257644921641e+002,-7.77463760827620e+000,9.06374421705757e+001
3.90840895792426e+002,-7.85558930249597e+000,9.06434110933805e+001
3.94457302075302e+002,-7.93655879496735e+000,9.06494372439365e+001
3.98107170553522e+002,-8.01754642054583e+000,9.06555212085028e+001
4.01790810848965e+002,-8.09855252046234e+000,9.06616635803892e+001
4.05508535448409e+002,-8.17957744244746e+000,9.06678649600680e+001
4.09260659730036e+002,-8.26062154085816e+000,9.06741259552897e+001
4.13047501990187e+002,-8.34168517680720e+000,9.06804471812000e+001
4.16869383470361e+002,-8.42276871829505e+000,9.06868292604601e+001
4.20726628384470e+002,-8.50387254034464e+000,9.06932728233694e+001
4.24619563946339e+002,-8.58499702513874e+000,9.06997785079909e+001
4.28548520397466e+002,-8.66614256216027e+000,9.07063469602793e+001
4.32513831035036e+002,-8.74730954833539e+000,9.07129788342124e+001
4.36515832240193e+002,-8.82849838817967e+000,9.07196747919251e+001
4.40554863506581e+002,-8.90970949394710e+000,9.07264355038465e+001
4.44631267469136e+002,-8.99094328578235e+000,9.07332616488400e+001
4.48745389933160e+002,-9.07220019187603e+000,9.07401539143469e+001
4.52897579903649e+002,-9.15348064862332e+000,9.07471129965334e+001
4.57088189614904e+002,-9.23478510078574e+000,9.07541396004401e+001
4.61317574560408e+002,-9.31611400165638e+000,9.07612344401362e+001
4.65586093522988e+002,-9.39746781322860e+000,9.07683982388767e+001
4.69894108605245e+002,-9.47884700636814e+000,9.07756317292631e+001
4.74241985260275e+002,-9.56025206098894e+000,9.07829356534081e+001
4.78630092322669e+002,-9.64168346623260e+000,9.07903107631043e+001
4.83058802039803e+002,-9.72314172065160e+000,9.07977578199970e+001
4.87528490103417e+002,-9.80462733239641e+000,9.08052775957605e+001
4.92039535681482e+002,-9.88614081940653e+000,9.08128708722798e+001
4.96592321450368e+002,-9.96768270960556e+000,9.08205384418351e+001
5.01187233627304e+002,-1.00492535411004e+001,9.08282811072926e+001
5.05824662003146e+002,-1.01308538623848e+001,9.08360996822984e+001
5.10504999975439e+002,-1.02124842325469e+001,9.08439949914778e+001
5.15228644581789e+002,-1.02941452214817e+001,9.08519678706398e+001
5.19995996533549e+002,-1.03758374101076e+001,9.08600191669862e+001
5.24807460249806e+002,-1.04575613905878e+001,9.08681497393260e+001
5.29663443891692e+002,-1.05393177665566e+001,9.08763604582952e+001
5.34564359397006e+002,-1.06211071533504e+001,9.08846522065820e+001
5.39510622515162e+002,-1.07029301782432e+001,9.08930258791581e+001
5.44502652842456e+002,-1.07847874806884e+001,9.09014823835153e+001
5.49540873857660e+002,-1.08666797125647e+001,9.09100226399084e+001
5.54625712957947e+002,-1.09486075384278e+001,9.09186475816044e+001
5.59757601495146e+002,-1.10305716357678e+001,9.09273581551378e+001
5.64936974812339e+002,-1.11125726952714e+001,9.09361553205729e+001
5.70164272280784e+002,-1.11946114210913e+001,9.09450400517724e+001
5.75439937337194e+002,-1.12766885311198e+001,9.09540133366735e+001
5.80764417521350e+002,-1.13588047572698e+001,9.09630761775709e+001
5.86138164514067e+002,-1.14409608457612e+001,9.09722295914073e+001
5.91561634175512e+002,-1.15231575574139e+001,9.09814746100718e+001
5.97035286583876e+002,-1.16053956679477e+001,9.09908122807057e+001
6.02559586074397e+002,-1.16876759682879e+001,9.10002436660171e+001
6.08135001278758e+002,-1.17699992648787e+001,9.10097698446033e+001
6.13762005164834e+002,-1.18523663800033e+001,9.10193919112827e+001
6.19441075076822e+002,-1.19347781521107e+001,9.10291109774343e+001
6.25172692775727e+002,-1.20172354361508e+001,9.10389281713482e+001
6.30957344480235e+002,-1.20997391039162e+001,9.10488446385840e+001
6.36795520907958e+002,-1.21822900443922e+001,9.10588615423402e+001
6.42687717317062e+002,-1.22648891641147e+001,9.10689800638330e+001
6.48634433548281e+002,-1.23475373875362e+001,9.10792014026862e+001
6.54636174067318e+002,-1.24302356574002e+001,9.10895267773315e+001
6.60693448007640e+002,-1.25129849351243e+001,9.10999574254197e+001
6.66806769213666e+002,-1.25957862011916e+001,9.11104946042446e+001
6.72976656284362e+002,-1.26786404555522e+001,9.11211395911774e+001
6.79203632617229e+002,-1.27615487180328e+001,9.11318936841143e+001
6.85488226452707e+002,-1.28445120287566e+001,9.11427582019367e+001
6.91830970918982e+002,-1.29275314485730e+001,9.11537344849842e+001
6.98232404077218e+002,-1.30106080594966e+001,9.11648238955413e+001
7.04693068967194e+002,-1.30937429651577e+001,9.11760278183387e+001
7.11213513653376e+002,-1.31769372912624e+001,9.11873476610679e+001
7.17794291271410e+002,-1.32601921860641e+001,9.11987848549121e+001
7.24435960075038e+002,-1.33435088208459e+001,9.12103408550918e+001
7.31139083483466e+002,-1.34268883904152e+001,9.12220171414263e+001
7.37904230129150e+002,-1.35103321136091e+001,9.12338152189127e+001
7.44731973906039e+002,-1.35938412338125e+001,9.12457366183207e+001
7.51622894018256e+002,-1.36774170194890e+001,9.12577828968066e+001
7.58577575029235e+002,-1.37610607647242e+001,9.12699556385441e+001
7.65596606911308e+002,-1.38447737897820e+001,9.12822564553754e+001
7.72680585095754e+002,-1.39285574416752e+001,9.12946869874812e+001
7.79830110523311e+002,-1.40124130947495e+001,9.13072489040711e+001
7.87045789695152e+002,-1.40963421512818e+001,9.13199439040954e+001
7.94328234724335e+002,-1.41803460420942e+001,9.13327737169780e+001
8.01678063387733e+002,-1.42644262271815e+001,9.13457401033728e+001
8.09095899178437e+002,-1.43485841963562e+001,9.13588448559426e+001
8.16582371358648e+002,-1.44328214699086e+001,9.13720898001625e+001
8.24138115013058e+002,-1.45171395992835e+001,9.13854767951485e+001
8.31763771102728e+002,-1.46015401677739e+001,9.13990077345122e+001
8.39459986519455e+002,-1.46860247912332e+001,9.14126845472415e+001
8.47227414140654e+002,-1.47705951188043e+001,9.14265091986106e+001
8.55066712884742e+002,-1.48552528336678e+001,9.14404836911178e+001
8.62978547767029e+002,-1.49399996538098e+001,9.14546100654537e+001
8.70963589956140e+002,-1.50248373328091e+001,9.14688904015004e+001
8.79022516830945e+002,-1.51097676606445e+001,9.14833268193632e+001
8.87156012038022e+002,-1.51947924645239e+001,9.14979214804355e+001
8.95364765549655e+002,-1.52799136097344e+001,9.15126765884983e+001
9.03649473722364e+002,-1.53651330005152e+001,9.15275943908562e+001
9.12010839355973e+002,-1.54504525809530e+001,9.15426771795099e+001
9.20449571753235e+002,-1.55358743359019e+001,9.15579272923687e+001
9.28966386780000e+002,-1.56214002919268e+001,9.15733471145023e+001
9.37562006925945e+002,-1.57070325182735e+001,9.15889390794350e+001
9.46237161365859e+002,-1.57927731278632e+001,9.16047056704829e+001
9.54992586021502e+002,-1.58786242783154e+001,9.16206494221369e+001
9.63829023624038e+002,-1.59645881729979e+001,9.16367729214917e+001
9.72747223777033e+002,-1.60506670621053e+001,9.16530788097248e+001
9.81747943020053e+002,-1.61368632437679e+001,9.16695697836249e+001
9.90831944892837e+002,-1.62231790651904e+001,9.16862485971739e+001
1.00000000000007e+003,-1.63096169238225e+001,9.17031180631833e+001
1.00925288607676e+003,-1.63961792685628e+001,9.17201810549877e+001
1.01859138805419e+003,-1.64828686009951e+001,9.17374405081976e+001
1.02801629812655e+003,-1.65696874766613e+001,9.17548994225140e+001
1.03752841581809e+003,-1.66566385063687e+001,9.17725608636070e+001
1.04712854805097e+003,-1.67437243575358e+001,9.17904279650616e+001
1.05681750921373e+003,-1.68309477555762e+001,9.18085039303926e+001
1.06659612123033e+003,-1.69183114853225e+001,9.18267920351328e+001
1.07646521362991e+003,-1.70058183924914e+001,9.18452956289959e+001
1.08642562361714e+003,-1.70934713851919e+001,9.18640181381185e+001
1.09647819614326e+003,-1.71812734354770e+001,9.18829630673845e+001
1.10662378397775e+003,-1.72692275809420e+001,9.19021340028342e+001
1.11686324778064e+003,-1.73573369263697e+001,9.19215346141630e+001
1.12719745617559e+003,-1.74456046454252e+001,9.19411686573133e+001
1.13762728582351e+003,-1.75340339824006e+001,9.19610399771630e+001
1.14815362149697e+003,-1.76226282540140e+001,9.19811525103156e+001
1.15877735615521e+003,-1.77113908512615e+001,9.20015102879953e+001
1.16949939101996e+003,-1.78003252413269e+001,9.20221174390534e+001
1.18032063565181e+003,-1.78894349695500e+001,9.20429781930889e+001
1.19124200802746e+003,-1.79787236614553e+001,9.20640968836900e+001
1.20226443461750e+003,-1.80681950248447e+001,9.20854779518010e+001
1.21338885046506e+003,-1.81578528519549e+001,9.21071259492207e+001
1.22461619926514e+003,-1.82477010216836e+001,9.21290455422384e+001
1.23594743344460e+003,-1.83377435018860e+001,9.21512415154127e+001
1.24738351424303e+003,-1.84279843517447e+001,9.21737187755013e+001
1.25892541179426e+003,-1.85184277242159e+001,9.21964823555474e+001
1.27057410520863e+003,-1.86090778685547e+001,9.22195374191310e+001
1.28233058265612e+003,-1.86999391329225e+001,9.22428892647921e+001
1.29419584145008e+003,-1.87910159670803e+001,9.22665433306340e+001
1.30617088813194e+003,-1.88823129251709e+001,9.22905051991156e+001
1.31825673855650e+003,-1.89738346685927e+001,9.23147806020419e+001
1.33045441797819e+003,-1.90655859689709e+001,9.23393754257613e+001
1.34276496113796e+003,-1.91575717112280e+001,9.23642957165805e+001
1.35518941235114e+003,-1.92497968967588e+001,9.23895476864078e+001
1.36772882559595e+003,-1.93422666467136e+001,9.24151377186349e+001
1.38038426460299e+003,-1.94349862053942e+001,9.24410723742705e+001
1.39315680294541e+003,-1.95279609437682e+001,9.24673583983370e+001
1.40604752413002e+003,-1.96211963631054e+001,9.24940027265438e+001
1.41905752168920e+003,-1.97146980987417e+001,9.25210124922521e+001
1.43218789927365e+003,-1.98084719239764e+001,9.25483950337442e+001
1.44543977074603e+003,-1.99025237541090e+001,9.25761579018150e+001
1.45881426027546e+003,-1.99968596506200e+001,9.26043088677003e+001
1.47231250243283e+003,-2.00914858255031e+001,9.26328559313610e+001
1.48593564228712e+003,-2.01864086457558e+001,9.26618073301413e+001
1.49968483550249e+003,-2.02816346380342e+001,9.26911715478199e+001
1.51356124843632e+003,-2.03771704934801e+001,9.27209573240766e+001
1.52756605823819e+003,-2.04730230727280e+001,9.27511736643947e+001
1.54170045294967e+003,-2.05691994110998e+001,9.27818298504245e+001
1.55596563160519e+003,-2.06657067239967e+001,9.28129354508319e+001
1.57036280433367e+003,-2.07625524124955e+001,9.28445003326587e+001
1.58489319246123e+003,-2.08597440691613e+001,9.28765346732235e+001
1.59955802861479e+003,-2.09572894840837e+001,9.29090489725926e+001
1.61435855682661e+003,-2.10551966511498e+001,9.29420540666529e+001
1.62929603263985e+003,-2.11534737745633e+001,9.29755611408221e+001
1.64437172321506e+003,-2.12521292756220e+001,9.30095817444301e+001
1.65958690743769e+003,-2.13511717997668e+001,9.30441278058127e+001
1.67494287602656e+003,-2.14506102239138e+001,9.30792116481573e+001
1.69044093164339e+003,-2.15504536640847e+001,9.31148460061451e+001
1.70608238900325e+003,-2.16507114833502e+001,9.31510440434359e+001
1.72186857498614e+003,-2.17513933000998e+001,9.31878193710476e+001
1.73780082874951e+003,-2.18525089966581e+001,9.32251860666813e+001
1.75388050184189e+003,-2.19540687282608e+001,9.32631586950508e+001
1.77010895831756e+003,-2.20560829324121e+001,9.33017523292778e+001
1.78648757485219e+003,-2.21585623386415e+001,9.33409825734169e+001
1.80301774085971e+003,-2.22615179786800e+001,9.33808655861820e+001
1.81970085861012e+003,-2.23649611970794e+001,9.34214181059482e+001
1.83653834334849e+003,-2.24689036622965e+001,9.34626574771103e+001
1.85353162341495e+003,-2.25733573782671e+001,9.35046016778834e+001
1.87068214036594e+003,-2.26783346964966e+001,9.35472693496396e+001
1.88799134909644e+003,-2.27838483286943e+001,9.35906798278788e+001
1.90546071796339e+003,-2.28899113599813e+001,9.36348531749417e+001
1.92309172891031e+003,-2.29965372627038e+001,9.36798102145794e+001
1.94088587759293e+003,-2.31037399108844e+001,9.37255725685038e+001
1.95884467350614e+003,-2.32115335953481e+001,9.37721626950515e+001
1.97696964011201e+003,-2.33199330395599e+001,9.38196039301050e+001
1.99526231496903e+003,-2.34289534162158e+001,9.38679205304265e+001
2.01372424986254e+003,-2.35386103646292e+001,9.39171377195703e+001
2.03235701093638e+003,-2.36489200089588e+001,9.39672817365555e+001
2.05116217882572e+003,-2.37598989773287e+001,9.40183798874922e+001
2.07014134879120e+003,-2.38715644218910e+001,9.40704606003737e+001
2.08929613085420e+003,-2.39839340398890e+001,9.41235534832613e+001
2.10862814993345e+003,-2.40970260957800e+001,9.41776893861101e+001
2.12813904598288e+003,-2.42108594444821e+001,9.42329004665019e+001
2.14783047413070e+003,-2.43254535558148e+001,9.42892202595769e+001
2.16770410481986e+003,-2.44408285402052e+001,9.43466837524787e+001
2.18776162394972e+003,-2.45570051757411e+001,9.44053274636558e+001
2.20800473301907e+003,-2.46740049366548e+001,9.44651895273912e+001
2.22843514927048e+003,-2.47918500233279e+001,9.45263097839667e+001
